team_name,team_abbrev,player_name,position_name,age,height,weight,experience,college,salary,birth_place,birthdate,status,player_url,section_title,depth_label
Miami Heat,mia,Kyle Anderson,SF,31,"6' 9""",230 lbs,,UCLA,"$8,780,488",,,,https://www.espn.com/nba/player/_/id/2993874/kyle-anderson,Team Roster,Roster
Miami Heat,mia,Alec Burks,SG,33,"6' 5""",214 lbs,,Colorado,"$2,087,519",,,,https://www.espn.com/nba/player/_/id/6429/alec-burks,Team Roster,Roster
Miami Heat,mia,Josh Christopher,SG,23,"6' 4""",215 lbs,,Arizona State,--,,,,https://www.espn.com/nba/player/_/id/4432168/josh-christopher,Team Roster,Roster
Miami Heat,mia,Tyler Herro,PG,25,"6' 5""",195 lbs,,Kentucky,"$29,000,000",,,,https://www.espn.com/nba/player/_/id/4395725/tyler-herro,Team Roster,Roster
Miami Heat,mia,Haywood Highsmith,F,28,"6' 5""",220 lbs,,Wheeling Jesuit,"$5,200,000",,,,https://www.espn.com/nba/player/_/id/4291678/haywood-highsmith,Team Roster,Roster
Miami Heat,mia,Jaime Jaquez Jr.,G,24,"6' 6""",225 lbs,,UCLA,"$3,685,800",,,,https://www.espn.com/nba/player/_/id/4432848/jaime-jaquez-jr,Team Roster,Roster
Miami Heat,mia,Keshad Johnson,F,23,"6' 7""",225 lbs,,Arizona,"$724,883",,,,https://www.espn.com/nba/player/_/id/4431786/keshad-johnson,Team Roster,Roster
Miami Heat,mia,Nikola Jovic,F,22,"6' 10""",205 lbs,,--,"$2,464,200",,,,https://www.espn.com/nba/player/_/id/4997528/nikola-jovic,Team Roster,Roster
Miami Heat,mia,Pelle Larsson,G,24,"6' 5""",215 lbs,,Arizona,"$1,157,143",,,,https://www.espn.com/nba/player/_/id/4601025/pelle-larsson,Team Roster,Roster
Miami Heat,mia,Kevin Love,PF,36,"6' 8""",251 lbs,,UCLA,"$3,850,000",,,,https://www.espn.com/nba/player/_/id/3449/kevin-love,Team Roster,Roster
Miami Heat,mia,Davion Mitchell,PG,26,"6' 0""",202 lbs,,Baylor,"$6,451,230",,,,https://www.espn.com/nba/player/_/id/4278053/davion-mitchell,Team Roster,Roster
Miami Heat,mia,Duncan Robinson,F,31,"6' 7""",215 lbs,,Michigan,"$19,406,000",,,,https://www.espn.com/nba/player/_/id/3157465/duncan-robinson,Team Roster,Roster
Miami Heat,mia,Terry Rozier,SG,31,"6' 1""",190 lbs,,Louisville,"$24,924,126",,,,https://www.espn.com/nba/player/_/id/3074752/terry-rozier,Team Roster,Roster
Miami Heat,mia,Dru Smith,G,27,"6' 2""",203 lbs,,Missouri,--,,,,https://www.espn.com/nba/player/_/id/4066993/dru-smith,Team Roster,Roster
Miami Heat,mia,Isaiah Stevens,G,24,"6' 0""",185 lbs,,Colorado State,--,,,,https://www.espn.com/nba/player/_/id/4432117/isaiah-stevens,Team Roster,Roster
Miami Heat,mia,Kel'el Ware,C,21,"7' 0""",230 lbs,,Indiana,"$4,231,800",,,,https://www.espn.com/nba/player/_/id/5105623/kelel-ware,Team Roster,Roster
Miami Heat,mia,Andrew Wiggins,SF,30,"6' 7""",197 lbs,,Kansas,"$26,276,786",,,,https://www.espn.com/nba/player/_/id/3059319/andrew-wiggins,Team Roster,Roster
Milwaukee Bucks,mil,Giannis Antetokounmpo,PF,30,"6' 11""",243 lbs,,--,"$48,787,676",,,,https://www.espn.com/nba/player/_/id/3032977/giannis-antetokounmpo,Team Roster,Roster
Milwaukee Bucks,mil,Jamaree Bouyea,G,25,"6' 2""",180 lbs,,San Francisco,--,,,,https://www.espn.com/nba/player/_/id/4280245/jamaree-bouyea,Team Roster,Roster
Milwaukee Bucks,mil,Pat Connaughton,SG,32,"6' 5""",209 lbs,,Notre Dame,"$9,423,869",,,,https://www.espn.com/nba/player/_/id/2578239/pat-connaughton,Team Roster,Roster
Milwaukee Bucks,mil,AJ Green,G,25,"6' 4""",190 lbs,,Northern Iowa,"$2,120,693",,,,https://www.espn.com/nba/player/_/id/4397475/aj-green,Team Roster,Roster
Milwaukee Bucks,mil,Andre Jackson Jr.,G,23,"6' 6""",209 lbs,,UConn,"$1,891,857",,,,https://www.espn.com/nba/player/_/id/4432190/andre-jackson-jr,Team Roster,Roster
Milwaukee Bucks,mil,Kyle Kuzma,SF,29,"6' 9""",221 lbs,,Utah,"$22,410,605",,,,https://www.espn.com/nba/player/_/id/3134907/kyle-kuzma,Team Roster,Roster
Milwaukee Bucks,mil,Damian Lillard,PG,34,"6' 2""",195 lbs,,Weber State,"$48,787,676",,,,https://www.espn.com/nba/player/_/id/6606/damian-lillard,Team Roster,Roster
Milwaukee Bucks,mil,Chris Livingston,F,21,"6' 6""",220 lbs,,Kentucky,"$1,891,857",,,,https://www.espn.com/nba/player/_/id/4433622/chris-livingston,Team Roster,Roster
Milwaukee Bucks,mil,Brook Lopez,C,37,"7' 1""",282 lbs,,Stanford,"$23,000,000",,,,https://www.espn.com/nba/player/_/id/3448/brook-lopez,Team Roster,Roster
Milwaukee Bucks,mil,Pete Nance,F,25,"6' 10""",225 lbs,,North Carolina,--,,,,https://www.espn.com/nba/player/_/id/4397233/pete-nance,Team Roster,Roster
Milwaukee Bucks,mil,Kevin Porter Jr.,G,25,"6' 4""",203 lbs,,USC,"$2,237,691",,,,https://www.espn.com/nba/player/_/id/4397140/kevin-porter-jr,Team Roster,Roster
Milwaukee Bucks,mil,Bobby Portis,F,30,"6' 10""",250 lbs,,Arkansas,"$12,578,286",,,,https://www.espn.com/nba/player/_/id/3064482/bobby-portis,Team Roster,Roster
Milwaukee Bucks,mil,Taurean Prince,PF,31,"6' 6""",218 lbs,,Baylor,"$2,087,519",,,,https://www.espn.com/nba/player/_/id/2990962/taurean-prince,Team Roster,Roster
Milwaukee Bucks,mil,Ryan Rollins,G,22,"6' 3""",180 lbs,,Toledo,"$491,887",,,,https://www.espn.com/nba/player/_/id/4591725/ryan-rollins,Team Roster,Roster
Milwaukee Bucks,mil,Jericho Sims,C,26,"6' 10""",250 lbs,,Texas,"$2,092,344",,,,https://www.espn.com/nba/player/_/id/4277922/jericho-sims,Team Roster,Roster
Milwaukee Bucks,mil,Tyler Smith,F,20,"6' 9""",224 lbs,,--,"$1,157,153",,,,https://www.espn.com/nba/player/_/id/5167876/tyler-smith,Team Roster,Roster
Milwaukee Bucks,mil,Gary Trent Jr.,SG,26,"6' 5""",204 lbs,,Duke,"$2,087,519",,,,https://www.espn.com/nba/player/_/id/4277843/gary-trent-jr,Team Roster,Roster
Milwaukee Bucks,mil,Stanley Umude,G,26,"6' 6""",210 lbs,,Arkansas,"$2,120,693",,,,https://www.espn.com/nba/player/_/id/4279532/stanley-umude,Team Roster,Roster
Minnesota Timberwolves,min,Nickeil Alexander-Walker,SG,26,"6' 5""",205 lbs,,Virginia Tech,"$4,312,500",,,,https://www.espn.com/nba/player/_/id/4278039/nickeil-alexander-walker,Team Roster,Roster
Minnesota Timberwolves,min,Jaylen Clark,G,23,"6' 4""",205 lbs,,UCLA,"$429,323",,,,https://www.espn.com/nba/player/_/id/4432247/jaylen-clark,Team Roster,Roster
Minnesota Timberwolves,min,Mike Conley,PG,37,"6' 0""",175 lbs,,Ohio State,"$9,975,962",,,,https://www.espn.com/nba/player/_/id/3195/mike-conley,Team Roster,Roster
Minnesota Timberwolves,min,Donte DiVincenzo,SG,28,"6' 4""",203 lbs,,Villanova,"$11,445,000",,,,https://www.espn.com/nba/player/_/id/3934673/donte-divincenzo,Team Roster,Roster
Minnesota Timberwolves,min,Rob Dillingham,G,20,"6' 3""",175 lbs,,Kentucky,"$6,262,920",,,,https://www.espn.com/nba/player/_/id/4684275/rob-dillingham,Team Roster,Roster
Minnesota Timberwolves,min,Anthony Edwards,SG,23,"6' 4""",225 lbs,,Georgia,"$42,176,400",,,,https://www.espn.com/nba/player/_/id/4594268/anthony-edwards,Team Roster,Roster
Minnesota Timberwolves,min,Jesse Edwards,C,25,"7' 0""",236 lbs,,West Virginia,--,,,,https://www.espn.com/nba/player/_/id/4431816/jesse-edwards,Team Roster,Roster
Minnesota Timberwolves,min,Luka Garza,C,26,"6' 10""",243 lbs,,Iowa,"$2,162,606",,,,https://www.espn.com/nba/player/_/id/4277951/luka-garza,Team Roster,Roster
Minnesota Timberwolves,min,Rudy Gobert,C,32,"7' 1""",258 lbs,,--,"$43,827,587",,,,https://www.espn.com/nba/player/_/id/3032976/rudy-gobert,Team Roster,Roster
Minnesota Timberwolves,min,Bones Hyland,PG,24,"6' 2""",169 lbs,,VCU,"$4,158,439",,,,https://www.espn.com/nba/player/_/id/4592492/bones-hyland,Team Roster,Roster
Minnesota Timberwolves,min,Joe Ingles,SG,37,"6' 8""",220 lbs,,--,"$2,087,519",,,,https://www.espn.com/nba/player/_/id/2968436/joe-ingles,Team Roster,Roster
Minnesota Timberwolves,min,Jaden McDaniels,PF,24,"6' 9""",185 lbs,,Washington,"$23,017,242",,,,https://www.espn.com/nba/player/_/id/4431671/jaden-mcdaniels,Team Roster,Roster
Minnesota Timberwolves,min,Leonard Miller,F,21,"6' 10""",220 lbs,,--,"$1,891,857",,,,https://www.espn.com/nba/player/_/id/5044385/leonard-miller,Team Roster,Roster
Minnesota Timberwolves,min,Josh Minott,F,22,"6' 8""",205 lbs,,Memphis,"$2,019,699",,,,https://www.espn.com/nba/player/_/id/4687718/josh-minott,Team Roster,Roster
Minnesota Timberwolves,min,Tristen Newton,G,24,"6' 5""",190 lbs,,UConn,--,,,,https://www.espn.com/nba/player/_/id/4592965/tristen-newton,Team Roster,Roster
Minnesota Timberwolves,min,Julius Randle,PF,30,"6' 9""",250 lbs,,Kentucky,"$33,073,920",,,,https://www.espn.com/nba/player/_/id/3064514/julius-randle,Team Roster,Roster
Minnesota Timberwolves,min,Naz Reid,C,25,"6' 9""",264 lbs,,LSU,"$13,986,432",,,,https://www.espn.com/nba/player/_/id/4396971/naz-reid,Team Roster,Roster
Minnesota Timberwolves,min,Terrence Shannon Jr.,G,24,"6' 6""",215 lbs,,Illinois,"$2,546,640",,,,https://www.espn.com/nba/player/_/id/4432847/terrence-shannon-jr,Team Roster,Roster
New Orleans Pelicans,no,Jose Alvarado,PG,27,"6' 0""",179 lbs,,Georgia Tech,"$1,988,598",,,,https://www.espn.com/nba/player/_/id/4277869/jose-alvarado,Team Roster,Roster
New Orleans Pelicans,no,Brandon Boston,SG,23,"6' 6""",188 lbs,,Kentucky,"$596,581",,,,https://www.espn.com/nba/player/_/id/4432162/brandon-boston,Team Roster,Roster
New Orleans Pelicans,no,Keion Brooks Jr.,SF,24,"6' 7""",210 lbs,,Washington,--,,,,https://www.espn.com/nba/player/_/id/4431689/keion-brooks-jr,Team Roster,Roster
New Orleans Pelicans,no,Bruce Brown,SF,28,"6' 4""",202 lbs,,Miami,"$23,000,000",,,,https://www.espn.com/nba/player/_/id/4065670/bruce-brown,Team Roster,Roster
New Orleans Pelicans,no,Jamal Cain,F,26,"6' 6""",191 lbs,,Oakland,--,,,,https://www.espn.com/nba/player/_/id/4278572/jamal-cain,Team Roster,Roster
New Orleans Pelicans,no,Jordan Hawkins,G,23,"6' 5""",190 lbs,,UConn,"$4,525,680",,,,https://www.espn.com/nba/player/_/id/4683750/jordan-hawkins,Team Roster,Roster
New Orleans Pelicans,no,Herbert Jones,SF,26,"6' 7""",206 lbs,,Alabama,"$12,976,362",,,,https://www.espn.com/nba/player/_/id/4277813/herbert-jones,Team Roster,Roster
New Orleans Pelicans,no,Kylor Kelley,C,27,"7' 0""",230 lbs,,Oregon State,--,,,,https://www.espn.com/nba/player/_/id/3950760/kylor-kelley,Team Roster,Roster
New Orleans Pelicans,no,Karlo Matkovic,C,24,"6' 10""",231 lbs,,--,"$1,407,153",,,,https://www.espn.com/nba/player/_/id/4997538/karlo-matkovic,Team Roster,Roster
New Orleans Pelicans,no,CJ McCollum,SG,33,"6' 3""",190 lbs,,Lehigh,"$33,333,333",,,,https://www.espn.com/nba/player/_/id/2490149/cj-mccollum,Team Roster,Roster
New Orleans Pelicans,no,Yves Missi,C,21,"6' 11""",235 lbs,,Baylor,"$3,202,560",,,,https://www.espn.com/nba/player/_/id/5061589/yves-missi,Team Roster,Roster
New Orleans Pelicans,no,Trey Murphy III,SG,25,"6' 8""",206 lbs,,Virginia,"$5,159,855",,,,https://www.espn.com/nba/player/_/id/4397688/trey-murphy-iii,Team Roster,Roster
New Orleans Pelicans,no,Dejounte Murray,SG,28,"6' 4""",180 lbs,,Washington,"$29,535,801",,,,https://www.espn.com/nba/player/_/id/3907497/dejounte-murray,Team Roster,Roster
New Orleans Pelicans,no,Kelly Olynyk,PF,34,"6' 11""",240 lbs,,Gonzaga,"$12,804,878",,,,https://www.espn.com/nba/player/_/id/2489663/kelly-olynyk,Team Roster,Roster
New Orleans Pelicans,no,Elfrid Payton,G,31,"6' 3""",195 lbs,,Louisiana,--,,,,https://www.espn.com/nba/player/_/id/2583639/elfrid-payton,Team Roster,Roster
New Orleans Pelicans,no,Lester Quinones,G,24,"6' 4""",208 lbs,,Memphis,--,,,,https://www.espn.com/nba/player/_/id/4431720/lester-quinones,Team Roster,Roster
New Orleans Pelicans,no,Antonio Reeves,G,24,"6' 5""",205 lbs,,Kentucky,"$1,157,153",,,,https://www.espn.com/nba/player/_/id/4592686/antonio-reeves,Team Roster,Roster
New Orleans Pelicans,no,Jeremiah Robinson-Earl,F,24,"6' 8""",240 lbs,,Villanova,"$2,196,970",,,,https://www.espn.com/nba/player/_/id/4432813/jeremiah-robinson-earl,Team Roster,Roster
New Orleans Pelicans,no,Zion Williamson,PF,24,"6' 6""",284 lbs,,Duke,"$36,725,670",,,,https://www.espn.com/nba/player/_/id/4395628/zion-williamson,Team Roster,Roster
New York Knicks,ny,Precious Achiuwa,PF,25,"6' 8""",243 lbs,,Memphis,"$6,000,000",,,,https://www.espn.com/nba/player/_/id/4431679/precious-achiuwa,Team Roster,Roster
New York Knicks,ny,OG Anunoby,SF,27,"6' 7""",240 lbs,,Indiana,"$36,637,931",,,,https://www.espn.com/nba/player/_/id/3934719/og-anunoby,Team Roster,Roster
New York Knicks,ny,MarJon Beauchamp,F,24,"6' 7""",199 lbs,,--,"$2,733,720",,,,https://www.espn.com/nba/player/_/id/4432179/marjon-beauchamp,Team Roster,Roster
New York Knicks,ny,Mikal Bridges,SF,28,"6' 6""",209 lbs,,Villanova,"$23,300,000",,,,https://www.espn.com/nba/player/_/id/3147657/mikal-bridges,Team Roster,Roster
New York Knicks,ny,Jalen Brunson,PG,28,"6' 2""",190 lbs,,Villanova,"$24,960,001",,,,https://www.espn.com/nba/player/_/id/3934672/jalen-brunson,Team Roster,Roster
New York Knicks,ny,Pacome Dadiet,G,19,"6' 8""",210 lbs,,--,"$1,808,080",,,,https://www.espn.com/nba/player/_/id/5211983/pacome-dadiet,Team Roster,Roster
New York Knicks,ny,Josh Hart,SG,30,"6' 4""",215 lbs,,Villanova,"$18,144,000",,,,https://www.espn.com/nba/player/_/id/3062679/josh-hart,Team Roster,Roster
New York Knicks,ny,Ariel Hukporti,C,23,"6' 11""",246 lbs,,--,"$1,064,558",,,,https://www.espn.com/nba/player/_/id/4871141/ariel-hukporti,Team Roster,Roster
New York Knicks,ny,Tyler Kolek,G,24,"6' 3""",195 lbs,,Marquette,"$2,087,519",,,,https://www.espn.com/nba/player/_/id/4433225/tyler-kolek,Team Roster,Roster
New York Knicks,ny,Miles McBride,PG,24,"6' 1""",195 lbs,,West Virginia,"$4,710,144",,,,https://www.espn.com/nba/player/_/id/4431823/miles-mcbride,Team Roster,Roster
New York Knicks,ny,Kevin McCullar Jr.,F,24,"6' 6""",210 lbs,,Kansas,--,,,,https://www.espn.com/nba/player/_/id/4411057/kevin-mccullar-jr,Team Roster,Roster
New York Knicks,ny,Cameron Payne,PG,30,"6' 3""",183 lbs,,Murray State,"$2,087,519",,,,https://www.espn.com/nba/player/_/id/3064230/cameron-payne,Team Roster,Roster
New York Knicks,ny,Mitchell Robinson,C,27,"7' 0""",240 lbs,,--,"$14,318,182",,,,https://www.espn.com/nba/player/_/id/4351852/mitchell-robinson,Team Roster,Roster
New York Knicks,ny,Landry Shamet,SG,28,"6' 4""",190 lbs,,Wichita State,"$1,343,690",,,,https://www.espn.com/nba/player/_/id/3914044/landry-shamet,Team Roster,Roster
New York Knicks,ny,Karl-Anthony Towns,C,29,"7' 0""",248 lbs,,Kentucky,"$49,205,800",,,,https://www.espn.com/nba/player/_/id/3136195/karl-anthony-towns,Team Roster,Roster
New York Knicks,ny,P.J. Tucker,PF,40,"6' 5""",245 lbs,,Texas,"$246,833",,,,https://www.espn.com/nba/player/_/id/3033/pj-tucker,Team Roster,Roster
New York Knicks,ny,Anton Watson,F,24,"6' 8""",225 lbs,,Gonzaga,--,,,,https://www.espn.com/nba/player/_/id/4431705/anton-watson,Team Roster,Roster
New York Knicks,ny,Delon Wright,SG,33,"6' 5""",185 lbs,,Utah,"$2,087,519",,,,https://www.espn.com/nba/player/_/id/3064447/delon-wright,Team Roster,Roster
Oklahoma City Thunder,okc,Branden Carlson,C,26,"7' 0""",220 lbs,,Utah,"$990,895",,,,https://www.espn.com/nba/player/_/id/4592435/branden-carlson,Team Roster,Roster
Oklahoma City Thunder,okc,Alex Caruso,SG,31,"6' 5""",186 lbs,,Texas A&M,"$9,890,000",,,,https://www.espn.com/nba/player/_/id/2991350/alex-caruso,Team Roster,Roster
Oklahoma City Thunder,okc,Ousmane Dieng,F,22,"6' 9""",185 lbs,,--,"$5,027,040",,,,https://www.espn.com/nba/player/_/id/4997526/ousmane-dieng,Team Roster,Roster
Oklahoma City Thunder,okc,Luguentz Dort,G,26,"6' 4""",220 lbs,,Arizona State,"$16,500,000",,,,https://www.espn.com/nba/player/_/id/4397020/luguentz-dort,Team Roster,Roster
Oklahoma City Thunder,okc,Alex Ducas,G,24,"6' 7""",220 lbs,,Saint Mary's,--,,,,https://www.espn.com/nba/player/_/id/4432971/alex-ducas,Team Roster,Roster
Oklahoma City Thunder,okc,Adam Flagler,F,25,"6' 3""",180 lbs,,Baylor,--,,,,https://www.espn.com/nba/player/_/id/4397654/adam-flagler,Team Roster,Roster
Oklahoma City Thunder,okc,Shai Gilgeous-Alexander,PG,26,"6' 6""",195 lbs,,Kentucky,"$35,859,950",,,,https://www.espn.com/nba/player/_/id/4278073/shai-gilgeous-alexander,Team Roster,Roster
Oklahoma City Thunder,okc,Isaiah Hartenstein,C,27,"7' 0""",250 lbs,,--,"$30,000,000",,,,https://www.espn.com/nba/player/_/id/4222252/isaiah-hartenstein,Team Roster,Roster
Oklahoma City Thunder,okc,Chet Holmgren,PF,23,"7' 1""",208 lbs,,Gonzaga,"$10,880,640",,,,https://www.espn.com/nba/player/_/id/4433255/chet-holmgren,Team Roster,Roster
Oklahoma City Thunder,okc,Isaiah Joe,SG,25,"6' 3""",165 lbs,,Arkansas,"$12,991,650",,,,https://www.espn.com/nba/player/_/id/4395702/isaiah-joe,Team Roster,Roster
Oklahoma City Thunder,okc,Dillon Jones,F,23,"6' 5""",235 lbs,,Weber State,"$2,622,360",,,,https://www.espn.com/nba/player/_/id/4702159/dillon-jones,Team Roster,Roster
Oklahoma City Thunder,okc,Ajay Mitchell,G,22,"6' 5""",190 lbs,,UC Santa Barbara,"$3,000,000",,,,https://www.espn.com/nba/player/_/id/4900671/ajay-mitchell,Team Roster,Roster
Oklahoma City Thunder,okc,Nikola Topic,G,19,"6' 6""",200 lbs,,--,"$4,935,960",,,,https://www.espn.com/nba/player/_/id/5159925/nikola-topic,Team Roster,Roster
Oklahoma City Thunder,okc,Cason Wallace,G,21,"6' 3""",195 lbs,,Kentucky,"$5,555,880",,,,https://www.espn.com/nba/player/_/id/4683692/cason-wallace,Team Roster,Roster
Oklahoma City Thunder,okc,Aaron Wiggins,SG,26,"6' 5""",190 lbs,,Maryland,"$10,514,017",,,,https://www.espn.com/nba/player/_/id/4397183/aaron-wiggins,Team Roster,Roster
Oklahoma City Thunder,okc,Jalen Williams,F,24,"6' 5""",211 lbs,,Santa Clara,"$4,775,760",,,,https://www.espn.com/nba/player/_/id/4593803/jalen-williams,Team Roster,Roster
Oklahoma City Thunder,okc,Jaylin Williams,F,22,"6' 9""",240 lbs,,Arkansas,"$2,019,699",,,,https://www.espn.com/nba/player/_/id/4432823/jaylin-williams,Team Roster,Roster
Oklahoma City Thunder,okc,Kenrich Williams,SF,30,"6' 6""",210 lbs,,TCU,"$6,669,000",,,,https://www.espn.com/nba/player/_/id/3133626/kenrich-williams,Team Roster,Roster
Orlando Magic,orl,Paolo Banchero,PF,22,"6' 10""",250 lbs,,Duke,"$12,160,800",,,,https://www.espn.com/nba/player/_/id/4432573/paolo-banchero,Team Roster,Roster
Orlando Magic,orl,Desmond Bane,SG,26,"6' 5""",215 lbs,,TCU,"$34,005,250",,,,https://www.espn.com/nba/player/_/id/4066320/desmond-bane,Team Roster,Roster
Orlando Magic,orl,Goga Bitadze,C,25,"6' 10""",250 lbs,,--,"$9,057,971",,,,https://www.espn.com/nba/player/_/id/4348700/goga-bitadze,Team Roster,Roster
Orlando Magic,orl,Anthony Black,G,21,"6' 7""",200 lbs,,Arkansas,"$7,607,760",,,,https://www.espn.com/nba/player/_/id/4712849/anthony-black,Team Roster,Roster
Orlando Magic,orl,Wendell Carter Jr.,C,26,"6' 10""",270 lbs,,Duke,"$11,950,000",,,,https://www.espn.com/nba/player/_/id/4277847/wendell-carter-jr,Team Roster,Roster
Orlando Magic,orl,Tristan da Silva,F,24,"6' 8""",217 lbs,,Colorado,"$3,628,440",,,,https://www.espn.com/nba/player/_/id/4702382/tristan-da-silva,Team Roster,Roster
Orlando Magic,orl,Gary Harris,SG,30,"6' 4""",210 lbs,,Michigan State,"$6,730,769",,,,https://www.espn.com/nba/player/_/id/2999547/gary-harris,Team Roster,Roster
Orlando Magic,orl,Caleb Houstan,G,22,"6' 8""",205 lbs,,Michigan,"$2,019,693",,,,https://www.espn.com/nba/player/_/id/4433623/caleb-houstan,Team Roster,Roster
Orlando Magic,orl,Jett Howard,G,21,"6' 6""",215 lbs,,Michigan,"$5,278,320",,,,https://www.espn.com/nba/player/_/id/5105806/jett-howard,Team Roster,Roster
Orlando Magic,orl,Jonathan Isaac,PF,27,"6' 10""",230 lbs,,Florida State,"$25,000,000",,,,https://www.espn.com/nba/player/_/id/4065654/jonathan-isaac,Team Roster,Roster
Orlando Magic,orl,Cory Joseph,PG,33,"6' 2""",200 lbs,,Texas,"$3,303,771",,,,https://www.espn.com/nba/player/_/id/6446/cory-joseph,Team Roster,Roster
Orlando Magic,orl,Mac McClung,G,26,"6' 2""",185 lbs,,Texas Tech,--,,,,https://www.espn.com/nba/player/_/id/4397071/mac-mcclung,Team Roster,Roster
Orlando Magic,orl,Trevelin Queen,SG,28,"6' 5""",190 lbs,,New Mexico State,--,,,,https://www.espn.com/nba/player/_/id/4409222/trevelin-queen,Team Roster,Roster
Orlando Magic,orl,Jalen Suggs,SG,24,"6' 5""",205 lbs,,Gonzaga,"$9,188,385",,,,https://www.espn.com/nba/player/_/id/4432165/jalen-suggs,Team Roster,Roster
Orlando Magic,orl,Ethan Thompson,G,26,"6' 5""",195 lbs,,Oregon State,--,,,,https://www.espn.com/nba/player/_/id/4278516/ethan-thompson,Team Roster,Roster
Orlando Magic,orl,Franz Wagner,SF,23,"6' 10""",220 lbs,,Michigan,"$7,007,092",,,,https://www.espn.com/nba/player/_/id/4566434/franz-wagner,Team Roster,Roster
Orlando Magic,orl,Moritz Wagner,C,28,"6' 11""",245 lbs,,Michigan,"$11,000,000",,,,https://www.espn.com/nba/player/_/id/3150844/moritz-wagner,Team Roster,Roster
Philadelphia 76ers,phi,Marcus Bagley,F,23,"6' 6""",217 lbs,,Arizona State,--,,,,https://www.espn.com/nba/player/_/id/4433147/marcus-bagley,Team Roster,Roster
Philadelphia 76ers,phi,Adem Bona,C,22,"6' 10""",235 lbs,,UCLA,"$1,157,153",,,,https://www.espn.com/nba/player/_/id/5105637/adem-bona,Team Roster,Roster
Philadelphia 76ers,phi,Oshae Brissett,SF,27,"6' 7""",210 lbs,,Syracuse,--,,,,https://www.espn.com/nba/player/_/id/4278031/oshae-brissett,Team Roster,Roster
Philadelphia 76ers,phi,Jared Butler,SG,24,"6' 3""",193 lbs,,Baylor,"$745,726",,,,https://www.espn.com/nba/player/_/id/4395695/jared-butler,Team Roster,Roster
Philadelphia 76ers,phi,Ricky Council IV,G,23,"6' 6""",207 lbs,,Arkansas,"$1,891,857",,,,https://www.espn.com/nba/player/_/id/4701234/ricky-council-iv,Team Roster,Roster
Philadelphia 76ers,phi,Jeff Dowtin Jr.,G,28,"6' 3""",177 lbs,,Rhode Island,"$2,196,970",,,,https://www.espn.com/nba/player/_/id/4066786/jeff-dowtin-jr,Team Roster,Roster
Philadelphia 76ers,phi,Andre Drummond,C,31,"6' 11""",279 lbs,,UConn,"$5,000,000",,,,https://www.espn.com/nba/player/_/id/6585/andre-drummond,Team Roster,Roster
Philadelphia 76ers,phi,Justin Edwards,F,21,"6' 7""",203 lbs,,Kentucky,"$425,619",,,,https://www.espn.com/nba/player/_/id/4711297/justin-edwards,Team Roster,Roster
Philadelphia 76ers,phi,Joel Embiid,C,31,"7' 0""",280 lbs,,Kansas,"$51,415,938",,,,https://www.espn.com/nba/player/_/id/3059318/joel-embiid,Team Roster,Roster
Philadelphia 76ers,phi,Paul George,F,35,"6' 8""",220 lbs,,Fresno State,"$49,205,800",,,,https://www.espn.com/nba/player/_/id/4251/paul-george,Team Roster,Roster
Philadelphia 76ers,phi,Eric Gordon,SG,36,"6' 3""",215 lbs,,Indiana,"$3,303,771",,,,https://www.espn.com/nba/player/_/id/3431/eric-gordon,Team Roster,Roster
Philadelphia 76ers,phi,Quentin Grimes,SG,25,"6' 4""",210 lbs,,Houston,"$4,296,615",,,,https://www.espn.com/nba/player/_/id/4397014/quentin-grimes,Team Roster,Roster
Philadelphia 76ers,phi,Jalen Hood-Schifino,G,22,"6' 5""",210 lbs,,Indiana,"$3,879,840",,,,https://www.espn.com/nba/player/_/id/4433626/jalen-hood-schifino,Team Roster,Roster
Philadelphia 76ers,phi,Kyle Lowry,PG,39,"6' 0""",196 lbs,,Villanova,"$2,087,519",,,,https://www.espn.com/nba/player/_/id/3012/kyle-lowry,Team Roster,Roster
Philadelphia 76ers,phi,Tyrese Maxey,PG,24,"6' 2""",200 lbs,,Kentucky,"$35,147,000",,,,https://www.espn.com/nba/player/_/id/4431678/tyrese-maxey,Team Roster,Roster
Philadelphia 76ers,phi,Jared McCain,G,21,"6' 3""",195 lbs,,Duke,"$4,032,240",,,,https://www.espn.com/nba/player/_/id/4683778/jared-mccain,Team Roster,Roster
Philadelphia 76ers,phi,Isaiah Mobley,F,25,"6' 8""",238 lbs,,USC,--,,,,https://www.espn.com/nba/player/_/id/4432815/isaiah-mobley,Team Roster,Roster
Philadelphia 76ers,phi,Kelly Oubre Jr.,SG,29,"6' 8""",203 lbs,,Kansas,"$7,983,000",,,,https://www.espn.com/nba/player/_/id/3133603/kelly-oubre-jr,Team Roster,Roster
Philadelphia 76ers,phi,Alex Reese,F,26,"6' 9""",245 lbs,,Alabama,--,,,,https://www.espn.com/nba/player/_/id/4277812/alex-reese,Team Roster,Roster
Philadelphia 76ers,phi,Lonnie Walker IV,G,26,"6' 4""",205 lbs,,Miami,"$780,932",,,,https://www.espn.com/nba/player/_/id/4277890/lonnie-walker-iv,Team Roster,Roster
Philadelphia 76ers,phi,Guerschon Yabusele,F,29,"6' 8""",265 lbs,,--,"$2,087,519",,,,https://www.espn.com/nba/player/_/id/4017844/guerschon-yabusele,Team Roster,Roster
