team_name,team_abbrev,player_name,position_name,age,height,weight,experience,college,salary,birth_place,birthdate,status,player_url,section_title,depth_label
Atlanta Hawks,atl,Dominick Barlow,F,22,"6' 8""",215 lbs,,--,"$491,887",,,,https://www.espn.com/nba/player/_/id/4870562/dominick-barlow,Team Roster,Roster
Atlanta Hawks,atl,Kobe Bufkin,G,21,"6' 4""",195 lbs,,Michigan,"$4,299,000",,,,https://www.espn.com/nba/player/_/id/4683736/kobe-bufkin,Team Roster,Roster
Atlanta Hawks,atl,Clint Capela,C,31,"6' 10""",256 lbs,,--,"$22,265,280",,,,https://www.espn.com/nba/player/_/id/3102529/clint-capela,Team Roster,Roster
Atlanta Hawks,atl,Dyson Daniels,G,22,"6' 7""",199 lbs,,--,"$6,059,520",,,,https://www.espn.com/nba/player/_/id/4869342/dyson-daniels,Team Roster,Roster
Atlanta Hawks,atl,Mouhamed Gueye,F,22,"6' 10""",210 lbs,,Washington State,"$1,891,858",,,,https://www.espn.com/nba/player/_/id/4712863/mouhamed-gueye,Team Roster,Roster
Atlanta Hawks,atl,Jalen Johnson,SF,23,"6' 8""",219 lbs,,Duke,"$4,510,905",,,,https://www.espn.com/nba/player/_/id/4701230/jalen-johnson,Team Roster,Roster
Atlanta Hawks,atl,Vit Krejci,G,25,"6' 8""",195 lbs,,--,"$2,162,606",,,,https://www.espn.com/nba/player/_/id/4578893/vit-krejci,Team Roster,Roster
Atlanta Hawks,atl,Caris LeVert,SG,30,"6' 6""",205 lbs,,Michigan,"$16,615,384",,,,https://www.espn.com/nba/player/_/id/2991043/caris-levert,Team Roster,Roster
Atlanta Hawks,atl,Terance Mann,SG,28,"6' 5""",215 lbs,,Florida State,"$11,423,077",,,,https://www.espn.com/nba/player/_/id/3907823/terance-mann,Team Roster,Roster
Atlanta Hawks,atl,Garrison Mathews,SG,28,"6' 6""",215 lbs,,Lipscomb,"$2,230,253",,,,https://www.espn.com/nba/player/_/id/3913180/garrison-mathews,Team Roster,Roster
Atlanta Hawks,atl,Larry Nance Jr.,PF,32,"6' 8""",245 lbs,,Wyoming,"$11,205,000",,,,https://www.espn.com/nba/player/_/id/2580365/larry-nance-jr,Team Roster,Roster
Atlanta Hawks,atl,Georges Niang,SF,32,"6' 7""",230 lbs,,Iowa State,"$8,500,000",,,,https://www.espn.com/nba/player/_/id/2990969/georges-niang,Team Roster,Roster
Atlanta Hawks,atl,Onyeka Okongwu,PF,24,"6' 10""",240 lbs,,USC,"$14,000,000",,,,https://www.espn.com/nba/player/_/id/4431680/onyeka-okongwu,Team Roster,Roster
Atlanta Hawks,atl,Daeqwon Plowden,G,26,"6' 6""",216 lbs,,Bowling Green,--,,,,https://www.espn.com/nba/player/_/id/4279318/daeqwon-plowden,Team Roster,Roster
Atlanta Hawks,atl,Zaccharie Risacher,PF,20,"6' 8""",200 lbs,,--,"$12,569,040",,,,https://www.espn.com/nba/player/_/id/5211175/zaccharie-risacher,Team Roster,Roster
Atlanta Hawks,atl,Jacob Toppin,F,25,"6' 8""",200 lbs,,Kentucky,--,,,,https://www.espn.com/nba/player/_/id/4592461/jacob-toppin,Team Roster,Roster
Atlanta Hawks,atl,Keaton Wallace,G,26,"6' 3""",185 lbs,,UTSA,--,,,,https://www.espn.com/nba/player/_/id/4279118/keaton-wallace,Team Roster,Roster
Atlanta Hawks,atl,Trae Young,PG,26,"6' 1""",164 lbs,,Oklahoma,"$43,031,940",,,,https://www.espn.com/nba/player/_/id/4277905/trae-young,Team Roster,Roster
Boston Celtics,bos,Jaylen Brown,SG,28,"6' 6""",223 lbs,,California,"$49,205,800",,,,https://www.espn.com/nba/player/_/id/3917376/jaylen-brown,Team Roster,Roster
Boston Celtics,bos,Torrey Craig,SF,34,"6' 5""",221 lbs,,South Carolina Upstate,"$2,845,342",,,,https://www.espn.com/nba/player/_/id/2528693/torrey-craig,Team Roster,Roster
Boston Celtics,bos,JD Davison,SG,22,"6' 1""",195 lbs,,Alabama,--,,,,https://www.espn.com/nba/player/_/id/4576085/jd-davison,Team Roster,Roster
Boston Celtics,bos,Sam Hauser,SF,27,"6' 7""",217 lbs,,Virginia,"$2,092,344",,,,https://www.espn.com/nba/player/_/id/4065804/sam-hauser,Team Roster,Roster
Boston Celtics,bos,Jrue Holiday,PG,35,"6' 4""",205 lbs,,UCLA,"$30,000,000",,,,https://www.espn.com/nba/player/_/id/3995/jrue-holiday,Team Roster,Roster
Boston Celtics,bos,Al Horford,C,39,"6' 9""",240 lbs,,Florida,"$9,500,000",,,,https://www.espn.com/nba/player/_/id/3213/al-horford,Team Roster,Roster
Boston Celtics,bos,Luke Kornet,C,29,"7' 1""",250 lbs,,Vanderbilt,"$2,087,519",,,,https://www.espn.com/nba/player/_/id/3064560/luke-kornet,Team Roster,Roster
Boston Celtics,bos,Miles Norris,F,25,"6' 7""",220 lbs,,UC Santa Barbara,--,,,,https://www.espn.com/nba/player/_/id/4397104/miles-norris,Team Roster,Roster
Boston Celtics,bos,Drew Peterson,F,25,"6' 9""",205 lbs,,USC,--,,,,https://www.espn.com/nba/player/_/id/4397689/drew-peterson,Team Roster,Roster
Boston Celtics,bos,Kristaps Porzingis,C,29,"7' 2""",240 lbs,,--,"$29,268,293",,,,https://www.espn.com/nba/player/_/id/3102531/kristaps-porzingis,Team Roster,Roster
Boston Celtics,bos,Payton Pritchard,PG,27,"6' 1""",195 lbs,,Oregon,"$6,696,429",,,,https://www.espn.com/nba/player/_/id/4066354/payton-pritchard,Team Roster,Roster
Boston Celtics,bos,Neemias Queta,C,25,"7' 0""",248 lbs,,Utah State,"$2,162,606",,,,https://www.espn.com/nba/player/_/id/4397424/neemias-queta,Team Roster,Roster
Boston Celtics,bos,Baylor Scheierman,F,24,"6' 6""",205 lbs,,Creighton,"$2,494,320",,,,https://www.espn.com/nba/player/_/id/4593841/baylor-scheierman,Team Roster,Roster
Boston Celtics,bos,Jayson Tatum,SF,27,"6' 8""",210 lbs,,Duke,"$34,848,340",,,,https://www.espn.com/nba/player/_/id/4065648/jayson-tatum,Team Roster,Roster
Boston Celtics,bos,Xavier Tillman,F,26,"6' 7""",245 lbs,,Michigan State,"$2,237,691",,,,https://www.espn.com/nba/player/_/id/4277964/xavier-tillman,Team Roster,Roster
Boston Celtics,bos,Jordan Walsh,G,21,"6' 6""",205 lbs,,Arkansas,"$1,891,857",,,,https://www.espn.com/nba/player/_/id/4683689/jordan-walsh,Team Roster,Roster
Boston Celtics,bos,Derrick White,PG,30,"6' 4""",190 lbs,,Colorado,"$20,017,429",,,,https://www.espn.com/nba/player/_/id/3078576/derrick-white,Team Roster,Roster
Brooklyn Nets,bkn,Reece Beekman,G,23,"6' 3""",190 lbs,,Virginia,--,,,,https://www.espn.com/nba/player/_/id/4432187/reece-beekman,Team Roster,Roster
Brooklyn Nets,bkn,Nic Claxton,C,26,"6' 11""",215 lbs,,Georgia,"$27,556,817",,,,https://www.espn.com/nba/player/_/id/4278067/nic-claxton,Team Roster,Roster
Brooklyn Nets,bkn,Noah Clowney,F,20,"6' 9""",210 lbs,,Alabama,"$3,244,080",,,,https://www.espn.com/nba/player/_/id/4712896/noah-clowney,Team Roster,Roster
Brooklyn Nets,bkn,Tyson Etienne,G,25,"6' 2""",203 lbs,,Wichita State,--,,,,https://www.espn.com/nba/player/_/id/4432887/tyson-etienne,Team Roster,Roster
Brooklyn Nets,bkn,Tosan Evbuomwan,F,24,"6' 7""",217 lbs,,Princeton,--,,,,https://www.espn.com/nba/player/_/id/4597865/tosan-evbuomwan,Team Roster,Roster
Brooklyn Nets,bkn,Killian Hayes,G,23,"6' 5""",195 lbs,,--,--,,,,https://www.espn.com/nba/player/_/id/4683024/killian-hayes,Team Roster,Roster
Brooklyn Nets,bkn,Cameron Johnson,SF,29,"6' 8""",210 lbs,,North Carolina,"$22,500,000",,,,https://www.espn.com/nba/player/_/id/3138196/cameron-johnson,Team Roster,Roster
Brooklyn Nets,bkn,Keon Johnson,G,23,"6' 5""",185 lbs,,Tennessee,"$2,162,606",,,,https://www.espn.com/nba/player/_/id/4432192/keon-johnson,Team Roster,Roster
Brooklyn Nets,bkn,Maxwell Lewis,F,22,"6' 7""",195 lbs,,Pepperdine,"$1,891,857",,,,https://www.espn.com/nba/player/_/id/4684286/maxwell-lewis,Team Roster,Roster
Brooklyn Nets,bkn,Tyrese Martin,G,26,"6' 6""",215 lbs,,UConn,"$635,853",,,,https://www.espn.com/nba/player/_/id/4397179/tyrese-martin,Team Roster,Roster
Brooklyn Nets,bkn,De'Anthony Melton,SG,27,"6' 3""",200 lbs,,USC,"$12,822,000",,,,https://www.espn.com/nba/player/_/id/4066436/deanthony-melton,Team Roster,Roster
Brooklyn Nets,bkn,D'Angelo Russell,G,29,"6' 3""",193 lbs,,Ohio State,"$18,692,307",,,,https://www.espn.com/nba/player/_/id/3136776/dangelo-russell,Team Roster,Roster
Brooklyn Nets,bkn,Day'Ron Sharpe,C,23,"6' 9""",265 lbs,,North Carolina,"$3,989,122",,,,https://www.espn.com/nba/player/_/id/4432194/dayron-sharpe,Team Roster,Roster
Brooklyn Nets,bkn,Cam Thomas,SG,23,"6' 3""",210 lbs,,LSU,"$4,041,249",,,,https://www.espn.com/nba/player/_/id/4432174/cam-thomas,Team Roster,Roster
Brooklyn Nets,bkn,Drew Timme,F,24,"6' 10""",235 lbs,,Gonzaga,"$113,055",,,,https://www.espn.com/nba/player/_/id/4431695/drew-timme,Team Roster,Roster
Brooklyn Nets,bkn,Trendon Watford,PF,24,"6' 8""",237 lbs,,LSU,"$2,726,603",,,,https://www.espn.com/nba/player/_/id/4431675/trendon-watford,Team Roster,Roster
Brooklyn Nets,bkn,Dariq Whitehead,F,20,"6' 6""",220 lbs,,Duke,"$3,114,240",,,,https://www.espn.com/nba/player/_/id/4432735/dariq-whitehead,Team Roster,Roster
Brooklyn Nets,bkn,Ziaire Williams,F,23,"6' 9""",185 lbs,,Stanford,"$6,133,005",,,,https://www.espn.com/nba/player/_/id/4433137/ziaire-williams,Team Roster,Roster
Brooklyn Nets,bkn,Jalen Wilson,F,24,"6' 6""",220 lbs,,Kansas,"$1,891,857",,,,https://www.espn.com/nba/player/_/id/4431714/jalen-wilson,Team Roster,Roster
Charlotte Hornets,cha,LaMelo Ball,PG,23,"6' 7""",180 lbs,,--,"$35,147,000",,,,https://www.espn.com/nba/player/_/id/4432816/lamelo-ball,Team Roster,Roster
Charlotte Hornets,cha,Miles Bridges,SF,27,"6' 7""",225 lbs,,Michigan State,"$27,173,913",,,,https://www.espn.com/nba/player/_/id/4066383/miles-bridges,Team Roster,Roster
Charlotte Hornets,cha,Seth Curry,SG,34,"6' 1""",185 lbs,,Duke,"$2,087,519",,,,https://www.espn.com/nba/player/_/id/2326307/seth-curry,Team Roster,Roster
Charlotte Hornets,cha,Moussa Diabate,F,23,"6' 9""",210 lbs,,Michigan,"$957,763",,,,https://www.espn.com/nba/player/_/id/4433249/moussa-diabate,Team Roster,Roster
Charlotte Hornets,cha,Marcus Garrett,G,26,"6' 5""",205 lbs,,Kansas,--,,,,https://www.espn.com/nba/player/_/id/4277892/marcus-garrett,Team Roster,Roster
Charlotte Hornets,cha,Taj Gibson,F,39,"6' 9""",232 lbs,,USC,"$2,087,519",,,,https://www.espn.com/nba/player/_/id/3986/taj-gibson,Team Roster,Roster
Charlotte Hornets,cha,Josh Green,SG,24,"6' 5""",200 lbs,,Arizona,"$12,654,321",,,,https://www.espn.com/nba/player/_/id/4432811/josh-green,Team Roster,Roster
Charlotte Hornets,cha,DaQuan Jeffries,SG,27,"6' 5""",222 lbs,,Western Texas Coll. (J.C.),"$2,425,204",,,,https://www.espn.com/nba/player/_/id/3913220/daquan-jeffries,Team Roster,Roster
Charlotte Hornets,cha,Tre Mann,PG,24,"6' 3""",178 lbs,,Florida,"$4,908,189",,,,https://www.espn.com/nba/player/_/id/4432819/tre-mann,Team Roster,Roster
Charlotte Hornets,cha,Brandon Miller,F,22,"6' 7""",200 lbs,,Alabama,"$11,424,600",,,,https://www.espn.com/nba/player/_/id/4433287/brandon-miller,Team Roster,Roster
Charlotte Hornets,cha,Wendell Moore Jr.,G,23,"6' 5""",215 lbs,,Duke,"$2,537,040",,,,https://www.espn.com/nba/player/_/id/4592187/wendell-moore-jr,Team Roster,Roster
Charlotte Hornets,cha,Jusuf Nurkic,C,30,"7' 0""",290 lbs,,--,"$18,125,000",,,,https://www.espn.com/nba/player/_/id/3102530/jusuf-nurkic,Team Roster,Roster
Charlotte Hornets,cha,Josh Okogie,SF,26,"6' 4""",213 lbs,,Georgia Tech,"$8,250,000",,,,https://www.espn.com/nba/player/_/id/4065663/josh-okogie,Team Roster,Roster
Charlotte Hornets,cha,Tidjane Salaun,F,19,"6' 8""",207 lbs,,--,"$7,488,720",,,,https://www.espn.com/nba/player/_/id/5211176/tidjane-salaun,Team Roster,Roster
Charlotte Hornets,cha,KJ Simpson,G,22,"6' 0""",189 lbs,,Colorado,--,,,,https://www.espn.com/nba/player/_/id/4683834/kj-simpson,Team Roster,Roster
Charlotte Hornets,cha,Jaylen Sims,G,26,"6' 6""",210 lbs,,UNC Wilmington,--,,,,https://www.espn.com/nba/player/_/id/4397570/jaylen-sims,Team Roster,Roster
Charlotte Hornets,cha,Nick Smith Jr.,G,21,"6' 2""",185 lbs,,Arkansas,"$2,587,200",,,,https://www.espn.com/nba/player/_/id/4683686/nick-smith-jr,Team Roster,Roster
Charlotte Hornets,cha,Grant Williams,PF,26,"6' 6""",236 lbs,,Tennessee,"$13,025,250",,,,https://www.espn.com/nba/player/_/id/4066218/grant-williams,Team Roster,Roster
Charlotte Hornets,cha,Mark Williams,C,23,"7' 0""",240 lbs,,Duke,"$4,094,280",,,,https://www.espn.com/nba/player/_/id/4701232/mark-williams,Team Roster,Roster
Chicago Bulls,chi,Lonzo Ball,PG,27,"6' 6""",190 lbs,,UCLA,"$21,395,348",,,,https://www.espn.com/nba/player/_/id/4066421/lonzo-ball,Team Roster,Roster
Chicago Bulls,chi,Matas Buzelis,F,20,"6' 10""",209 lbs,,--,"$5,195,520",,,,https://www.espn.com/nba/player/_/id/4711294/matas-buzelis,Team Roster,Roster
Chicago Bulls,chi,Jevon Carter,PG,29,"6' 1""",200 lbs,,West Virginia,"$6,500,000",,,,https://www.espn.com/nba/player/_/id/3133635/jevon-carter,Team Roster,Roster
Chicago Bulls,chi,Zach Collins,PF,27,"6' 11""",250 lbs,,Gonzaga,"$16,741,200",,,,https://www.espn.com/nba/player/_/id/4066650/zach-collins,Team Roster,Roster
Chicago Bulls,chi,Ayo Dosunmu,SG,25,"6' 5""",200 lbs,,Illinois,"$7,000,000",,,,https://www.espn.com/nba/player/_/id/4397002/ayo-dosunmu,Team Roster,Roster
Chicago Bulls,chi,Josh Giddey,SG,22,"6' 8""",216 lbs,,--,"$8,352,367",,,,https://www.espn.com/nba/player/_/id/4871145/josh-giddey,Team Roster,Roster
Chicago Bulls,chi,Talen Horton-Tucker,SF,24,"6' 4""",234 lbs,,Iowa State,"$2,087,519",,,,https://www.espn.com/nba/player/_/id/4396991/talen-horton-tucker,Team Roster,Roster
Chicago Bulls,chi,Kevin Huerter,SG,26,"6' 7""",198 lbs,,Maryland,"$16,830,357",,,,https://www.espn.com/nba/player/_/id/4066372/kevin-huerter,Team Roster,Roster
Chicago Bulls,chi,Tre Jones,PG,25,"6' 1""",185 lbs,,Duke,"$9,104,167",,,,https://www.espn.com/nba/player/_/id/4395626/tre-jones,Team Roster,Roster
Chicago Bulls,chi,E.J. Liddell,F,24,"6' 6""",240 lbs,,Ohio State,"$2,120,693",,,,https://www.espn.com/nba/player/_/id/4432821/ej-liddell,Team Roster,Roster
Chicago Bulls,chi,Emanuel Miller,F,25,"6' 7""",215 lbs,,TCU,--,,,,https://www.espn.com/nba/player/_/id/4432872/emanuel-miller,Team Roster,Roster
Chicago Bulls,chi,Julian Phillips,F,21,"6' 8""",198 lbs,,Tennessee,"$1,891,857",,,,https://www.espn.com/nba/player/_/id/5105553/julian-phillips,Team Roster,Roster
Chicago Bulls,chi,Jalen Smith,PF,25,"6' 9""",215 lbs,,Maryland,"$8,571,429",,,,https://www.espn.com/nba/player/_/id/4397189/jalen-smith,Team Roster,Roster
Chicago Bulls,chi,Dalen Terry,F,22,"6' 7""",195 lbs,,Arizona,"$3,510,480",,,,https://www.espn.com/nba/player/_/id/4433159/dalen-terry,Team Roster,Roster
Chicago Bulls,chi,Nikola Vucevic,C,34,"6' 10""",260 lbs,,USC,"$20,000,000",,,,https://www.espn.com/nba/player/_/id/6478/nikola-vucevic,Team Roster,Roster
Chicago Bulls,chi,Coby White,PG,25,"6' 5""",195 lbs,,North Carolina,"$12,000,000",,,,https://www.espn.com/nba/player/_/id/4395651/coby-white,Team Roster,Roster
Chicago Bulls,chi,Patrick Williams,PF,23,"6' 8""",215 lbs,,Florida State,"$18,500,000",,,,https://www.espn.com/nba/player/_/id/4431687/patrick-williams,Team Roster,Roster
Chicago Bulls,chi,Jahmir Young,G,24,"6' 1""",185 lbs,,Maryland,--,,,,https://www.espn.com/nba/player/_/id/4433133/jahmir-young,Team Roster,Roster
Cleveland Cavaliers,cle,Jarrett Allen,C,27,"6' 9""",243 lbs,,Texas,"$20,000,000",,,,https://www.espn.com/nba/player/_/id/4066328/jarrett-allen,Team Roster,Roster
Cleveland Cavaliers,cle,Emoni Bates,F,21,"6' 8""",202 lbs,,Eastern Michigan,--,,,,https://www.espn.com/nba/player/_/id/4433620/emoni-bates,Team Roster,Roster
Cleveland Cavaliers,cle,Darius Garland,PG,25,"6' 1""",192 lbs,,Vanderbilt,"$36,725,670",,,,https://www.espn.com/nba/player/_/id/4396907/darius-garland,Team Roster,Roster
Cleveland Cavaliers,cle,Javonte Green,G,31,"6' 5""",205 lbs,,Radford,"$599,862",,,,https://www.espn.com/nba/player/_/id/2596112/javonte-green,Team Roster,Roster
Cleveland Cavaliers,cle,De'Andre Hunter,SF,27,"6' 8""",221 lbs,,Virginia,"$21,696,429",,,,https://www.espn.com/nba/player/_/id/4065732/deandre-hunter,Team Roster,Roster
Cleveland Cavaliers,cle,Ty Jerome,SG,27,"6' 5""",195 lbs,,Virginia,"$2,560,975",,,,https://www.espn.com/nba/player/_/id/4065733/ty-jerome,Team Roster,Roster
Cleveland Cavaliers,cle,Sam Merrill,SG,29,"6' 4""",205 lbs,,Utah State,"$2,164,993",,,,https://www.espn.com/nba/player/_/id/4066757/sam-merrill,Team Roster,Roster
Cleveland Cavaliers,cle,Donovan Mitchell,SG,28,"6' 3""",215 lbs,,Louisville,"$35,410,310",,,,https://www.espn.com/nba/player/_/id/3908809/donovan-mitchell,Team Roster,Roster
Cleveland Cavaliers,cle,Evan Mobley,PF,24,"6' 11""",215 lbs,,USC,"$11,227,809",,,,https://www.espn.com/nba/player/_/id/4432158/evan-mobley,Team Roster,Roster
Cleveland Cavaliers,cle,Chuma Okeke,PF,26,"6' 7""",229 lbs,,Auburn,--,,,,https://www.espn.com/nba/player/_/id/4278052/chuma-okeke,Team Roster,Roster
Cleveland Cavaliers,cle,Isaac Okoro,SF,24,"6' 5""",225 lbs,,Auburn,"$10,185,185",,,,https://www.espn.com/nba/player/_/id/4432822/isaac-okoro,Team Roster,Roster
Cleveland Cavaliers,cle,Craig Porter Jr.,G,25,"6' 1""",180 lbs,,Wichita State,"$1,891,857",,,,https://www.espn.com/nba/player/_/id/4701233/craig-porter-jr,Team Roster,Roster
Cleveland Cavaliers,cle,Max Strus,SG,29,"6' 5""",215 lbs,,DePaul,"$15,212,068",,,,https://www.espn.com/nba/player/_/id/4065778/max-strus,Team Roster,Roster
Cleveland Cavaliers,cle,Tristan Thompson,C,34,"6' 9""",254 lbs,,Texas,"$2,087,519",,,,https://www.espn.com/nba/player/_/id/6474/tristan-thompson,Team Roster,Roster
Cleveland Cavaliers,cle,Nae'Qwan Tomlin,F,24,"6' 10""",210 lbs,,Memphis,--,,,,https://www.espn.com/nba/player/_/id/5106268/naeqwan-tomlin,Team Roster,Roster
Cleveland Cavaliers,cle,Luke Travers,G,23,"6' 7""",207 lbs,,--,--,,,,https://www.espn.com/nba/player/_/id/4997539/luke-travers,Team Roster,Roster
Cleveland Cavaliers,cle,Jaylon Tyson,F,22,"6' 6""",215 lbs,,California,"$3,326,160",,,,https://www.espn.com/nba/player/_/id/4683747/jaylon-tyson,Team Roster,Roster
Cleveland Cavaliers,cle,Dean Wade,PF,28,"6' 9""",228 lbs,,Kansas State,"$6,166,667",,,,https://www.espn.com/nba/player/_/id/3912848/dean-wade,Team Roster,Roster
Dallas Mavericks,dal,Max Christie,G,22,"6' 5""",190 lbs,,Michigan State,"$7,142,857",,,,https://www.espn.com/nba/player/_/id/4432582/max-christie,Team Roster,Roster
Dallas Mavericks,dal,Anthony Davis,PF,32,"6' 10""",253 lbs,,Kentucky,"$43,219,440",,,,https://www.espn.com/nba/player/_/id/6583/anthony-davis,Team Roster,Roster
Dallas Mavericks,dal,Spencer Dinwiddie,PG,32,"6' 5""",215 lbs,,Colorado,"$2,087,519",,,,https://www.espn.com/nba/player/_/id/2580782/spencer-dinwiddie,Team Roster,Roster
Dallas Mavericks,dal,Kessler Edwards,SF,24,"6' 7""",203 lbs,,Pepperdine,--,,,,https://www.espn.com/nba/player/_/id/4397693/kessler-edwards,Team Roster,Roster
Dallas Mavericks,dal,Dante Exum,G,29,"6' 5""",214 lbs,,--,"$3,150,000",,,,https://www.espn.com/nba/player/_/id/3102528/dante-exum,Team Roster,Roster
Dallas Mavericks,dal,Daniel Gafford,C,26,"6' 10""",265 lbs,,Arkansas,"$13,394,160",,,,https://www.espn.com/nba/player/_/id/4278049/daniel-gafford,Team Roster,Roster
Dallas Mavericks,dal,Jaden Hardy,G,22,"6' 3""",198 lbs,,--,"$2,019,699",,,,https://www.espn.com/nba/player/_/id/4868423/jaden-hardy,Team Roster,Roster
Dallas Mavericks,dal,Kyrie Irving,PG,33,"6' 2""",195 lbs,,Duke,"$41,000,000",,,,https://www.espn.com/nba/player/_/id/6442/kyrie-irving,Team Roster,Roster
Dallas Mavericks,dal,Kai Jones,PF,24,"6' 11""",221 lbs,,Texas,"$2,196,970",,,,https://www.espn.com/nba/player/_/id/4431699/kai-jones,Team Roster,Roster
Dallas Mavericks,dal,Dereck Lively II,C,21,"7' 1""",230 lbs,,Duke,"$5,014,560",,,,https://www.espn.com/nba/player/_/id/4683688/dereck-lively-ii,Team Roster,Roster
Dallas Mavericks,dal,Naji Marshall,SF,27,"6' 6""",220 lbs,,Xavier,"$8,571,429",,,,https://www.espn.com/nba/player/_/id/4278594/naji-marshall,Team Roster,Roster
Dallas Mavericks,dal,Caleb Martin,SF,29,"6' 5""",205 lbs,,Nevada,"$8,149,001",,,,https://www.espn.com/nba/player/_/id/3138160/caleb-martin,Team Roster,Roster
Dallas Mavericks,dal,Dwight Powell,C,33,"6' 10""",240 lbs,,Stanford,"$4,000,000",,,,https://www.espn.com/nba/player/_/id/2531367/dwight-powell,Team Roster,Roster
Dallas Mavericks,dal,Olivier-Maxence Prosper,F,22,"6' 7""",230 lbs,,Marquette,"$2,869,920",,,,https://www.espn.com/nba/player/_/id/4595400/olivier-maxence-prosper,Team Roster,Roster
